source,target
paper_38465004,journal_The Pan African medical journal
paper_38160393,journal_Cell reports
paper_38151716,journal_Journal of the International Society of Sports Nutrition
paper_38069383,journal_International journal of molecular sciences
paper_38092368,journal_Journal of insect science (Online)
paper_39532094,journal_Cell
paper_38160482,"journal_Pathology, research and practice"
paper_34796115,journal_Frontiers in oncology
paper_38407088,journal_Acta medica academica
paper_40725967,journal_Medicine
paper_38292350,journal_Research and practice in thrombosis and haemostasis
paper_33145342,journal_BioMed research international
paper_34942957,journal_Brain sciences
paper_38153103,"journal_Nucleosides, nucleotides & nucleic acids"
paper_39000895,"journal_Sensors (Basel, Switzerland)"
paper_38578343,journal_Folia medica Cracoviensia
paper_38939201,journal_Advances in laboratory medicine
paper_38139435,journal_International journal of molecular sciences
paper_38057611,journal_Prostate cancer and prostatic diseases
paper_38138089,journal_Microorganisms
paper_35880059,journal_Computational intelligence and neuroscience
paper_39491123,journal_American journal of ophthalmology
paper_38002263,journal_Biomolecules
paper_38246019,journal_Current research in translational medicine
paper_38823610,journal_Environmental research
paper_38218653,journal_Molecules and cells
paper_31906440,journal_International journal of molecular sciences
paper_38487070,journal_CJC open
paper_38248430,journal_Clinics and practice
paper_38381504,journal_Gene
paper_38259378,journal_Cureus
paper_32258483,journal_Heliyon
paper_38041050,journal_BMC oral health
paper_38203514,journal_International journal of molecular sciences
paper_38100534,journal_Journal of medicinal chemistry
paper_39916856,journal_Heliyon
paper_34369536,journal_Journal of materials chemistry. B
paper_35126243,journal_Frontiers in psychology
paper_38220761,journal_Zootaxa
paper_32766276,journal_Frontiers in molecular biosciences
paper_38077022,journal_bioRxiv : the preprint server for biology
paper_38462258,journal_American journal of obstetrics and gynecology
paper_38127941,journal_PLoS pathogens
paper_24090115,journal_Langmuir : the ACS journal of surfaces and colloids
paper_38144257,journal_ACS bio & med chem Au
paper_38504726,journal_Annals of clinical epidemiology
paper_33736695,journal_Stem cell research & therapy
paper_38072927,journal_Stem cell research & therapy
paper_39311959,journal_Neurosurgical review
paper_34457226,journal_Journal of healthcare engineering
paper_38829573,journal_ASAIO journal (American Society for Artificial Internal Organs : 1992)
paper_38478662,journal_Dermatology online journal
paper_38325949,journal_Clinics in perinatology
paper_38223737,journal_Heliyon
paper_34611563,journal_Heliyon
paper_34804200,journal_Applied bionics and biomechanics
paper_38274666,journal_Frontiers in veterinary science
paper_38545135,journal_Heliyon
paper_38057480,journal_Scientific reports
paper_38265316,journal_Critical care science
paper_37295587,journal_Environmental research
paper_38084045,journal_The New phytologist
paper_40403464,"journal_Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy"
paper_36755612,journal_Heliyon
paper_38152112,journal_Frontiers in molecular biosciences
paper_38107287,journal_Heliyon
paper_38189495,journal_Journal of visualized experiments : JoVE
paper_38404686,journal_Tetrahedron
paper_35251296,journal_Computational and mathematical methods in medicine
paper_34341689,journal_Cardiology research and practice
paper_33778071,journal_BioMed research international
paper_37287797,journal_Frontiers in neuroscience
paper_35983521,journal_Computational and mathematical methods in medicine
paper_33888977,"journal_Drug design, development and therapy"
paper_38030123,journal_Molecular metabolism
paper_38590683,journal_Archives of Razi Institute
paper_38220727,journal_Zootaxa
paper_35432818,journal_Journal of healthcare engineering
paper_38003247,journal_International journal of molecular sciences
paper_33680415,journal_Journal of healthcare engineering
paper_35132377,journal_BioMed research international
paper_30226538,journal_International journal of molecular medicine
paper_35083029,journal_Journal of healthcare engineering
paper_34350293,journal_BioMed research international
paper_38076983,journal_medRxiv : the preprint server for health sciences
paper_35221418,journal_Annals of operations research
paper_34988815,journal_Environmental science and pollution research international
paper_37705307,journal_International wound journal
paper_35222893,journal_Journal of healthcare engineering
paper_29275919,"journal_Clinical nutrition (Edinburgh, Scotland)"
paper_17066183,journal_Physical chemistry chemical physics : PCCP
paper_38136761,"journal_Antibiotics (Basel, Switzerland)"
paper_38056304,journal_European journal of medicinal chemistry
paper_36673993,journal_International journal of environmental research and public health
paper_38076179,journal_Heliyon
paper_38304223,journal_Clinics in orthopedic surgery
paper_24137327,journal_Oncology letters
paper_38344651,journal_Horticulture research
paper_25584035,journal_Journal of the Turkish German Gynecological Association
paper_38324579,journal_PloS one
paper_34336166,journal_Journal of healthcare engineering
paper_38250285,journal_Journal of the Association of Medical Microbiology and Infectious Disease Canada = Journal officiel de l'Association pour la microbiologie medicale et l'infectiologie Canada
paper_37989726,journal_International wound journal
paper_38327764,journal_Frontiers in immunology
paper_38203355,journal_International journal of molecular sciences
paper_38057323,journal_Nature communications
paper_34656634,journal_Environmental research
paper_36781677,journal_Environmental science and pollution research international
paper_38192811,journal_Heliyon
paper_38113331,journal_Veterinary medicine and science
paper_38155679,journal_Saudi journal of ophthalmology : official journal of the Saudi Ophthalmological Society
paper_35942443,journal_Computational intelligence and neuroscience
paper_38148389,journal_Microbial ecology
paper_38327321,journal_Biodiversity data journal
paper_38081112,journal_Journal of colloid and interface science
paper_34354806,journal_Journal of healthcare engineering
paper_34675270,journal_Scientific reports
paper_38034662,journal_Heliyon
paper_38173533,journal_Heliyon
paper_24647357,journal_PloS one
paper_33571219,journal_PloS one
paper_36846693,journal_Heliyon
paper_12111703,journal_The Prostate
paper_37268233,journal_Chemosphere
paper_38450328,journal_Cognitive therapy and research
paper_38314243,journal_Transfusion medicine and hemotherapy : offizielles Organ der Deutschen Gesellschaft fur Transfusionsmedizin und Immunhamatologie
paper_38077046,journal_bioRxiv : the preprint server for biology
paper_37993332,journal_Science bulletin
paper_19800728,"journal_European journal of obstetrics, gynecology, and reproductive biology"
paper_38058956,journal_Complex psychiatry
paper_33997009,journal_BioMed research international
paper_34610016,journal_PloS one
paper_35535660,journal_International wound journal
paper_39118937,journal_Journal of maxillofacial and oral surgery
paper_38268898,journal_Food science & nutrition
paper_27855529,"journal_The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians"
paper_34931140,journal_Journal of healthcare engineering
paper_38128296,journal_Bioorganic & medicinal chemistry
paper_38222665,journal_ACS omega
paper_34926693,journal_BioMed research international
paper_38205256,journal_iScience
paper_37264722,journal_International wound journal
paper_38102483,journal_Molecular psychiatry
paper_38088133,journal_Histology and histopathology
paper_38225934,journal_Molecular therapy. Methods & clinical development
paper_15899801,journal_Cancer research
paper_34194901,journal_3 Biotech
paper_37292320,journal_Heliyon
paper_37954907,journal_EClinicalMedicine
paper_37638428,journal_Clinical hemorheology and microcirculation
paper_38393894,journal_Clinical hemorheology and microcirculation
paper_38444623,journal_Journal of magnetic resonance open
paper_38076119,journal_Heliyon
paper_39960350,journal_Xenotransplantation
paper_35402619,journal_BioMed research international
paper_38101409,journal_Cell
paper_38203475,journal_International journal of molecular sciences
paper_35368922,journal_Journal of healthcare engineering
paper_35368945,journal_Journal of healthcare engineering
paper_38131003,journal_Advanced functional materials
paper_31489990,journal_Journal of cellular biochemistry
paper_38708033,journal_Health open research
paper_37916080,journal_Heliyon
paper_25367600,journal_Archives of gynecology and obstetrics
paper_38023733,journal_NAR cancer
paper_37599528,journal_Clinical hemorheology and microcirculation
paper_38139273,journal_International journal of molecular sciences
paper_38074122,journal_Frontiers in pharmacology
paper_36003108,journal_Frontiers in psychology
paper_38142963,journal_Journal of controlled release : official journal of the Controlled Release Society
paper_38213800,journal_Annals of translational medicine
paper_35830434,journal_PloS one
paper_38128529,journal_Cell metabolism
paper_25592682,journal_Clinics and research in hepatology and gastroenterology
paper_35967733,journal_Frontiers in psychology
paper_39132203,journal_Clinics in colon and rectal surgery
paper_38192881,journal_Advanced biomedical research
paper_38097458,journal_Vaccine
paper_14580793,journal_Journal of biotechnology
paper_39171844,journal_Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI)
